id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
1436,152.06,Pants & Capris,Zara Chinos #1436,Zara,444.57,Kids,SKU-001436,2
1437,51.87,Footwear,Levi's Sandals #1437,Levi's,158.78,Men,SKU-001437,10
1438,194.56,Active,Nike Sports Bras #1438,Nike,455.79,Women,SKU-001438,5
1439,198.94,Sleep & Lounge,Adidas Robes #1439,Adidas,531.76,Men,SKU-001439,5
1440,148.91,Footwear,Wrangler Sandals #1440,Wrangler,288.93,Kids,SKU-001440,6
1441,14.21,Accessories,Nike Bags #1441,Nike,40.72,Women,SKU-001441,9
1442,115.75,Fashion Hoodies & Sweatshirts,Nike Crewneck Sweatshirts #1442,Nike,248.36,Kids,SKU-001442,7
1443,39.59,Intimates,Levi's Underwear #1443,Levi's,122.13,Women,SKU-001443,1
1444,123.86,Swim,Burberry Cover Ups #1444,Burberry,304.71,Kids,SKU-001444,3
1445,133.93,Pants & Capris,Anthropologie Jeans #1445,Anthropologie,344.43,Women,SKU-001445,6
1446,235.71,Tops & Tees,Prada Blouses #1446,Prada,657.78,Kids,SKU-001446,9
1447,156.25,Jeans,Gap Skinny Jeans #1447,Gap,489.66,Women,SKU-001447,6
1448,117.7,Footwear,Hollister Sandals #1448,Hollister,214.77,Women,SKU-001448,7
1449,40.17,Shorts,Patagonia Bermuda Shorts #1449,Patagonia,84.48,Kids,SKU-001449,7
1450,209.14,Sleep & Lounge,Under Armour Pajamas #1450,Under Armour,450.0,Women,SKU-001450,9
1451,86.93,Shorts,Banana Republic Bermuda Shorts #1451,Banana Republic,220.3,Women,SKU-001451,4
1452,219.75,Fashion Hoodies & Sweatshirts,Zara Crewneck Sweatshirts #1452,Zara,591.12,Men,SKU-001452,1
1453,14.76,Tops & Tees,Puma Tank Tops #1453,Puma,37.34,Women,SKU-001453,1
1454,219.45,Blazers & Jackets,Levi's Denim Jackets #1454,Levi's,664.65,Men,SKU-001454,6
1455,117.71,Suits,New Balance Business Suits #1455,New Balance,332.14,Women,SKU-001455,4
1456,205.66,Fashion Hoodies & Sweatshirts,Levi's Hoodies #1456,Levi's,589.76,Kids,SKU-001456,3
1457,218.65,Accessories,Adidas Hats #1457,Adidas,457.32,Men,SKU-001457,9
1458,171.64,Outerwear & Coats,Calvin Klein Coats #1458,Calvin Klein,341.86,Kids,SKU-001458,4
1459,67.87,Intimates,Tommy Hilfiger Bras & Bralettes #1459,Tommy Hilfiger,168.04,Men,SKU-001459,1
1460,244.57,Socks,Hollister Crew Socks #1460,Hollister,693.48,Kids,SKU-001460,2
1461,20.12,Fashion Hoodies & Sweatshirts,Banana Republic Crewneck Sweatshirts #1461,Banana Republic,52.69,Women,SKU-001461,2
1462,72.68,Swim,Banana Republic Swimwear #1462,Banana Republic,158.34,Women,SKU-001462,4
1463,148.06,Swim,American Eagle Cover Ups #1463,American Eagle,277.58,Women,SKU-001463,10
1464,15.05,Sleep & Lounge,Abercrombie Pajamas #1464,Abercrombie,39.31,Men,SKU-001464,7
1465,231.15,Intimates,J.Crew Bras & Bralettes #1465,J.Crew,699.92,Kids,SKU-001465,7
1466,101.11,Leggings,Wrangler Casual Leggings #1466,Wrangler,228.34,Kids,SKU-001466,5
1467,213.13,Accessories,Prada Belts #1467,Prada,514.88,Women,SKU-001467,9
1468,174.82,Active,Gucci Athletic Shorts #1468,Gucci,520.62,Men,SKU-001468,5
1469,126.09,Tops & Tees,Columbia Blouses #1469,Columbia,287.21,Women,SKU-001469,2
1470,36.97,Underwear,Levi's Boxers #1470,Levi's,87.65,Men,SKU-001470,8
1471,215.24,Tops & Tees,Tommy Hilfiger Crop Tops #1471,Tommy Hilfiger,617.36,Women,SKU-001471,3
1472,155.21,Pants & Capris,Versace Shorts #1472,Versace,473.05,Women,SKU-001472,3
1473,244.0,Outerwear & Coats,Hollister Vests #1473,Hollister,647.26,Women,SKU-001473,8
1474,10.33,Pants & Capris,Gap Leggings #1474,Gap,31.84,Kids,SKU-001474,4
1475,115.1,Suits,Anthropologie Blazers #1475,Anthropologie,242.7,Men,SKU-001475,3
1476,65.12,Footwear,Ralph Lauren Sneakers #1476,Ralph Lauren,152.16,Kids,SKU-001476,4
1477,248.7,Jeans,American Eagle Skinny Jeans #1477,American Eagle,767.94,Women,SKU-001477,6
1478,119.41,Active,Forever 21 Sports Bras #1478,Forever 21,320.54,Kids,SKU-001478,8
1479,20.29,Blazers & Jackets,Burberry Leather Jackets #1479,Burberry,58.51,Women,SKU-001479,7
1480,116.24,Suits,Reebok Blazers #1480,Reebok,340.05,Women,SKU-001480,6
1481,214.83,Tops & Tees,Hollister Crop Tops #1481,Hollister,659.94,Men,SKU-001481,10
1482,220.7,Pants & Capris,Wrangler Leggings #1482,Wrangler,573.37,Kids,SKU-001482,4
1483,125.45,Intimates,Calvin Klein Lingerie #1483,Calvin Klein,315.42,Kids,SKU-001483,6
1484,168.99,Leggings,Free People Workout Leggings #1484,Free People,464.21,Men,SKU-001484,5
1485,53.86,Accessories,Reebok Jewelry #1485,Reebok,137.07,Kids,SKU-001485,7
1486,81.74,Shirts & Tops,Nike Polo Shirts #1486,Nike,183.39,Men,SKU-001486,2
1487,94.13,Shirts & Tops,Prada Polo Shirts #1487,Prada,182.2,Men,SKU-001487,8
1488,35.04,Tops & Tees,North Face Crop Tops #1488,North Face,88.64,Kids,SKU-001488,10
1489,140.93,Jeans,Zara Skinny Jeans #1489,Zara,373.67,Men,SKU-001489,2
1490,112.4,Shorts,J.Crew Bermuda Shorts #1490,J.Crew,222.16,Kids,SKU-001490,8
1491,221.14,Intimates,J.Crew Bras & Bralettes #1491,J.Crew,555.02,Women,SKU-001491,2
1492,218.93,Active,Gap Athletic Shorts #1492,Gap,451.12,Kids,SKU-001492,7
1493,195.62,Swim,North Face Cover Ups #1493,North Face,462.7,Women,SKU-001493,8
1494,70.09,Skirts,Nike A-Line Skirts #1494,Nike,158.91,Men,SKU-001494,3
1495,184.94,Jeans,Hollister Bootcut Jeans #1495,Hollister,533.67,Women,SKU-001495,10
1496,147.58,Tops & Tees,Under Armour Crop Tops #1496,Under Armour,265.9,Women,SKU-001496,3
1497,30.81,Socks,Puma Crew Socks #1497,Puma,96.03,Kids,SKU-001497,8
1498,94.54,Socks,Gucci Crew Socks #1498,Gucci,280.26,Men,SKU-001498,2
1499,202.69,Dresses,Hollister Mini Dresses #1499,Hollister,422.4,Women,SKU-001499,5
1500,179.64,Leggings,Gucci Workout Leggings #1500,Gucci,563.57,Men,SKU-001500,4
1501,185.6,Pants & Capris,Levi's Shorts #1501,Levi's,501.94,Women,SKU-001501,5
1502,198.66,Jeans,American Eagle Skinny Jeans #1502,American Eagle,503.61,Women,SKU-001502,7
1503,143.76,Blazers & Jackets,North Face Blazers #1503,North Face,358.38,Women,SKU-001503,4
1504,78.72,Active,Wrangler Sports Bras #1504,Wrangler,174.23,Men,SKU-001504,10
1505,59.47,Outerwear & Coats,New Balance Jackets #1505,New Balance,114.97,Women,SKU-001505,6
1506,147.14,Tops & Tees,Nike Tank Tops #1506,Nike,304.63,Kids,SKU-001506,2
1507,233.44,Socks,North Face Ankle Socks #1507,North Face,511.14,Women,SKU-001507,1
1508,31.84,Blazers & Jackets,Tommy Hilfiger Denim Jackets #1508,Tommy Hilfiger,82.12,Men,SKU-001508,7
1509,105.21,Accessories,Tommy Hilfiger Jewelry #1509,Tommy Hilfiger,291.0,Women,SKU-001509,4
1510,226.64,Pants & Capris,Anthropologie Leggings #1510,Anthropologie,707.09,Men,SKU-001510,10
1511,195.78,Tops & Tees,North Face Crop Tops #1511,North Face,580.08,Women,SKU-001511,1
1512,183.71,Blazers & Jackets,UNIQLO Leather Jackets #1512,UNIQLO,419.85,Men,SKU-001512,9
1513,18.27,Footwear,New Balance Sandals #1513,New Balance,36.27,Men,SKU-001513,8
1514,36.76,Shorts,Wrangler Athletic Shorts #1514,Wrangler,94.68,Women,SKU-001514,1
1515,35.99,Skirts,UNIQLO Midi Skirts #1515,UNIQLO,73.69,Men,SKU-001515,10
1516,67.34,Outerwear & Coats,J.Crew Vests #1516,J.Crew,146.76,Men,SKU-001516,2
1517,124.75,Sleep & Lounge,Versace Pajamas #1517,Versace,336.44,Men,SKU-001517,2
1518,106.89,Intimates,Forever 21 Lingerie #1518,Forever 21,300.71,Women,SKU-001518,5
1519,9.75,Outerwear & Coats,Puma Vests #1519,Puma,26.7,Women,SKU-001519,5
1520,249.34,Dresses,Under Armour Maxi Dresses #1520,Under Armour,797.03,Kids,SKU-001520,3
1521,56.63,Socks,Calvin Klein Ankle Socks #1521,Calvin Klein,122.4,Men,SKU-001521,8
1522,132.45,Accessories,Reebok Hats #1522,Reebok,417.57,Men,SKU-001522,4
1523,212.93,Dresses,Anthropologie Mini Dresses #1523,Anthropologie,642.1,Men,SKU-001523,4
1524,114.58,Suits,Gap Business Suits #1524,Gap,277.78,Women,SKU-001524,7
1525,131.87,Sleep & Lounge,Forever 21 Pajamas #1525,Forever 21,328.23,Women,SKU-001525,2
1526,88.18,Socks,Anthropologie Ankle Socks #1526,Anthropologie,267.58,Women,SKU-001526,8
1527,198.21,Suits,Gap Business Suits #1527,Gap,592.45,Women,SKU-001527,3
1528,7.99,Swim,J.Crew Swimwear #1528,J.Crew,16.06,Men,SKU-001528,5
1529,171.08,Accessories,Forever 21 Bags #1529,Forever 21,438.48,Women,SKU-001529,4
1530,92.93,Fashion Hoodies & Sweatshirts,Prada Crewneck Sweatshirts #1530,Prada,171.55,Women,SKU-001530,1
1531,183.26,Accessories,Gucci Bags #1531,Gucci,391.41,Kids,SKU-001531,4
1532,73.56,Jeans,Burberry Straight Jeans #1532,Burberry,210.21,Kids,SKU-001532,7
1533,230.47,Suits,J.Crew Blazers #1533,J.Crew,613.71,Kids,SKU-001533,10
1534,219.4,Sleep & Lounge,New Balance Robes #1534,New Balance,656.62,Kids,SKU-001534,2
1535,182.81,Socks,Ralph Lauren Ankle Socks #1535,Ralph Lauren,392.43,Men,SKU-001535,3
1536,51.52,Underwear,Puma Briefs #1536,Puma,154.29,Men,SKU-001536,10
1537,26.74,Tops & Tees,New Balance Blouses #1537,New Balance,72.37,Women,SKU-001537,9
1538,103.01,Jeans,Versace Skinny Jeans #1538,Versace,220.59,Men,SKU-001538,5
1539,152.79,Dresses,Hollister Formal Dresses #1539,Hollister,295.86,Women,SKU-001539,5
1540,77.35,Shirts & Tops,Reebok Casual Shirts #1540,Reebok,225.17,Women,SKU-001540,8
1541,168.38,Intimates,Wrangler Underwear #1541,Wrangler,329.91,Men,SKU-001541,5
1542,71.22,Swim,Prada Cover Ups #1542,Prada,177.46,Kids,SKU-001542,6
1543,123.21,Shirts & Tops,Free People T-Shirts #1543,Free People,332.26,Men,SKU-001543,5
1544,201.83,Underwear,Under Armour Boxers #1544,Under Armour,461.75,Men,SKU-001544,4
1545,106.24,Leggings,Tommy Hilfiger Workout Leggings #1545,Tommy Hilfiger,313.42,Men,SKU-001545,4
1546,84.68,Socks,Wrangler Ankle Socks #1546,Wrangler,252.7,Kids,SKU-001546,2
1547,238.4,Suits,Levi's Business Suits #1547,Levi's,500.43,Kids,SKU-001547,1
1548,13.9,Underwear,Puma Briefs #1548,Puma,36.06,Men,SKU-001548,8
1549,169.15,Skirts,Abercrombie A-Line Skirts #1549,Abercrombie,406.95,Men,SKU-001549,3
1550,68.27,Footwear,Calvin Klein Boots #1550,Calvin Klein,152.73,Men,SKU-001550,8
1551,185.89,Sleep & Lounge,Columbia Robes #1551,Columbia,387.87,Kids,SKU-001551,10
1552,212.69,Accessories,Wrangler Hats #1552,Wrangler,412.89,Women,SKU-001552,5
1553,239.14,Underwear,Free People Boxers #1553,Free People,682.73,Men,SKU-001553,3
1554,25.59,Underwear,Reebok Boxers #1554,Reebok,72.34,Women,SKU-001554,7
1555,69.66,Leggings,Under Armour Casual Leggings #1555,Under Armour,205.94,Kids,SKU-001555,8
1556,229.63,Leggings,Abercrombie Casual Leggings #1556,Abercrombie,477.44,Kids,SKU-001556,1
1557,244.04,Blazers & Jackets,New Balance Blazers #1557,New Balance,577.28,Women,SKU-001557,5
1558,246.37,Footwear,Wrangler Sneakers #1558,Wrangler,579.33,Kids,SKU-001558,10
1559,191.83,Shorts,Reebok Bermuda Shorts #1559,Reebok,529.67,Kids,SKU-001559,2
1560,141.25,Suits,J.Crew Business Suits #1560,J.Crew,345.67,Kids,SKU-001560,1
1561,20.82,Active,Zara Athletic Shorts #1561,Zara,60.97,Kids,SKU-001561,10
1562,152.39,Sleep & Lounge,Banana Republic Robes #1562,Banana Republic,409.32,Kids,SKU-001562,2
1563,100.67,Shirts & Tops,Ralph Lauren Casual Shirts #1563,Ralph Lauren,225.11,Women,SKU-001563,3
1564,92.68,Blazers & Jackets,Nike Denim Jackets #1564,Nike,294.69,Men,SKU-001564,3
1565,143.6,Leggings,UNIQLO Casual Leggings #1565,UNIQLO,414.74,Kids,SKU-001565,4
1566,17.12,Blazers & Jackets,New Balance Blazers #1566,New Balance,36.47,Women,SKU-001566,8
1567,141.36,Footwear,Free People Boots #1567,Free People,448.58,Women,SKU-001567,1
1568,232.57,Intimates,North Face Underwear #1568,North Face,501.72,Kids,SKU-001568,1
1569,92.9,Shirts & Tops,New Balance T-Shirts #1569,New Balance,254.04,Kids,SKU-001569,10
1570,103.09,Sleep & Lounge,Anthropologie Robes #1570,Anthropologie,311.4,Women,SKU-001570,2
1571,6.93,Suits,Reebok Business Suits #1571,Reebok,16.69,Women,SKU-001571,8
1572,194.64,Swim,Free People Cover Ups #1572,Free People,551.27,Kids,SKU-001572,6
1573,83.94,Blazers & Jackets,Nike Leather Jackets #1573,Nike,229.92,Women,SKU-001573,7
1574,134.42,Footwear,J.Crew Boots #1574,J.Crew,283.77,Kids,SKU-001574,6
1575,128.17,Sleep & Lounge,Hollister Robes #1575,Hollister,317.77,Kids,SKU-001575,10
1576,175.02,Pants & Capris,Ralph Lauren Shorts #1576,Ralph Lauren,384.25,Kids,SKU-001576,3
1577,144.52,Pants & Capris,Calvin Klein Chinos #1577,Calvin Klein,267.2,Men,SKU-001577,10
1578,101.01,Outerwear & Coats,Adidas Coats #1578,Adidas,247.41,Kids,SKU-001578,4
1579,179.45,Suits,Versace Business Suits #1579,Versace,521.67,Men,SKU-001579,7
1580,199.86,Pants & Capris,Calvin Klein Jeans #1580,Calvin Klein,509.08,Kids,SKU-001580,1
1581,44.62,Suits,H&M Blazers #1581,H&M,119.08,Men,SKU-001581,5
1582,128.42,Shorts,Free People Athletic Shorts #1582,Free People,404.45,Men,SKU-001582,1
1583,33.88,Sleep & Lounge,Tommy Hilfiger Robes #1583,Tommy Hilfiger,78.79,Men,SKU-001583,10
1584,218.2,Footwear,Hollister Boots #1584,Hollister,585.25,Kids,SKU-001584,7
1585,128.25,Swim,Burberry Swimwear #1585,Burberry,330.3,Men,SKU-001585,7
1586,86.57,Blazers & Jackets,Reebok Denim Jackets #1586,Reebok,244.7,Kids,SKU-001586,5
1587,200.72,Underwear,American Eagle Briefs #1587,American Eagle,533.6,Men,SKU-001587,1
1588,219.25,Socks,Free People Ankle Socks #1588,Free People,569.81,Women,SKU-001588,4
1589,65.74,Accessories,J.Crew Sunglasses #1589,J.Crew,168.19,Women,SKU-001589,7
1590,112.4,Shirts & Tops,Prada Polo Shirts #1590,Prada,303.36,Kids,SKU-001590,5
1591,136.09,Accessories,UNIQLO Belts #1591,UNIQLO,330.59,Men,SKU-001591,9
1592,24.49,Intimates,Forever 21 Lingerie #1592,Forever 21,46.58,Men,SKU-001592,7
1593,239.23,Suits,Under Armour Business Suits #1593,Under Armour,692.83,Men,SKU-001593,3
1594,87.77,Swim,Abercrombie Cover Ups #1594,Abercrombie,198.11,Men,SKU-001594,6
1595,99.44,Skirts,Calvin Klein Midi Skirts #1595,Calvin Klein,283.87,Kids,SKU-001595,7
1596,190.06,Outerwear & Coats,New Balance Vests #1596,New Balance,397.68,Kids,SKU-001596,10
1597,56.65,Accessories,Anthropologie Belts #1597,Anthropologie,106.58,Women,SKU-001597,5
1598,125.56,Dresses,Adidas Mini Dresses #1598,Adidas,357.77,Women,SKU-001598,10
1599,79.05,Fashion Hoodies & Sweatshirts,Anthropologie Hoodies #1599,Anthropologie,201.73,Women,SKU-001599,10
1600,229.28,Outerwear & Coats,J.Crew Coats #1600,J.Crew,442.4,Women,SKU-001600,4
1601,209.21,Outerwear & Coats,American Eagle Coats #1601,American Eagle,543.2,Men,SKU-001601,4
1602,90.02,Shorts,Banana Republic Athletic Shorts #1602,Banana Republic,162.9,Kids,SKU-001602,3
1603,157.15,Underwear,Columbia Boxers #1603,Columbia,419.08,Kids,SKU-001603,1
1604,8.55,Pants & Capris,Forever 21 Chinos #1604,Forever 21,18.81,Men,SKU-001604,8
1605,222.78,Footwear,Wrangler Sneakers #1605,Wrangler,416.4,Kids,SKU-001605,8
1606,231.68,Tops & Tees,North Face Crop Tops #1606,North Face,443.24,Women,SKU-001606,4
1607,53.09,Underwear,New Balance Boxers #1607,New Balance,168.62,Women,SKU-001607,10
1608,63.69,Skirts,Ralph Lauren A-Line Skirts #1608,Ralph Lauren,189.56,Kids,SKU-001608,7
1609,139.46,Fashion Hoodies & Sweatshirts,Zara Hoodies #1609,Zara,385.3,Women,SKU-001609,4
1610,229.87,Socks,Abercrombie Crew Socks #1610,Abercrombie,654.99,Women,SKU-001610,4
1611,235.82,Jeans,Ralph Lauren Skinny Jeans #1611,Ralph Lauren,518.19,Kids,SKU-001611,7
1612,222.74,Pants & Capris,Anthropologie Leggings #1612,Anthropologie,532.09,Men,SKU-001612,6
1613,163.08,Fashion Hoodies & Sweatshirts,Reebok Hoodies #1613,Reebok,296.21,Women,SKU-001613,10
1614,200.69,Underwear,Wrangler Briefs #1614,Wrangler,612.36,Women,SKU-001614,10
1615,20.56,Dresses,Free People Mini Dresses #1615,Free People,54.87,Women,SKU-001615,9
1616,133.04,Sleep & Lounge,Banana Republic Robes #1616,Banana Republic,347.67,Kids,SKU-001616,3
1617,248.95,Swim,Free People Swimwear #1617,Free People,643.13,Women,SKU-001617,9
1618,61.27,Pants & Capris,Puma Jeans #1618,Puma,172.67,Women,SKU-001618,3
1619,132.11,Shorts,J.Crew Athletic Shorts #1619,J.Crew,385.93,Men,SKU-001619,2
1620,6.44,Underwear,Tommy Hilfiger Briefs #1620,Tommy Hilfiger,20.13,Women,SKU-001620,4
1621,88.13,Tops & Tees,Tommy Hilfiger Tank Tops #1621,Tommy Hilfiger,218.57,Women,SKU-001621,3
1622,127.79,Footwear,Zara Sandals #1622,Zara,328.23,Men,SKU-001622,8
1623,148.02,Shorts,Levi's Bermuda Shorts #1623,Levi's,371.48,Women,SKU-001623,4
1624,96.68,Pants & Capris,Patagonia Jeans #1624,Patagonia,297.57,Women,SKU-001624,10
1625,63.81,Pants & Capris,Ralph Lauren Jeans #1625,Ralph Lauren,167.81,Kids,SKU-001625,10
1626,11.9,Dresses,Ralph Lauren Mini Dresses #1626,Ralph Lauren,33.87,Women,SKU-001626,3
1627,83.9,Tops & Tees,Prada Blouses #1627,Prada,231.7,Women,SKU-001627,4
1628,191.83,Shirts & Tops,Free People T-Shirts #1628,Free People,459.11,Men,SKU-001628,9
1629,236.74,Tops & Tees,Anthropologie Tank Tops #1629,Anthropologie,581.43,Women,SKU-001629,8
1630,154.69,Skirts,Free People A-Line Skirts #1630,Free People,297.37,Kids,SKU-001630,8
1631,176.97,Skirts,New Balance A-Line Skirts #1631,New Balance,458.04,Men,SKU-001631,7
1632,193.26,Accessories,Ralph Lauren Bags #1632,Ralph Lauren,481.1,Women,SKU-001632,9
1633,241.65,Pants & Capris,Zara Jeans #1633,Zara,539.37,Kids,SKU-001633,1
1634,89.3,Intimates,J.Crew Lingerie #1634,J.Crew,234.79,Women,SKU-001634,3
1635,28.69,Outerwear & Coats,Versace Jackets #1635,Versace,70.87,Men,SKU-001635,9
1636,83.4,Dresses,Anthropologie Maxi Dresses #1636,Anthropologie,167.87,Women,SKU-001636,9
1637,154.18,Leggings,Adidas Workout Leggings #1637,Adidas,367.44,Men,SKU-001637,1
1638,10.89,Active,Burberry Athletic Shorts #1638,Burberry,32.46,Kids,SKU-001638,9
1639,186.43,Tops & Tees,North Face Crop Tops #1639,North Face,507.36,Kids,SKU-001639,2
1640,35.81,Shorts,Free People Bermuda Shorts #1640,Free People,66.95,Men,SKU-001640,5
1641,222.98,Shorts,Abercrombie Bermuda Shorts #1641,Abercrombie,660.08,Women,SKU-001641,9
1642,99.7,Fashion Hoodies & Sweatshirts,Gucci Crewneck Sweatshirts #1642,Gucci,201.94,Women,SKU-001642,9
1643,61.53,Footwear,H&M Sandals #1643,H&M,127.29,Women,SKU-001643,9
1644,19.6,Swim,Wrangler Swimwear #1644,Wrangler,48.46,Women,SKU-001644,8
1645,207.22,Intimates,Levi's Bras & Bralettes #1645,Levi's,465.15,Women,SKU-001645,3
1646,111.98,Outerwear & Coats,Hollister Coats #1646,Hollister,275.0,Women,SKU-001646,2
1647,224.0,Active,Anthropologie Athletic Shorts #1647,Anthropologie,697.6,Women,SKU-001647,9
1648,213.96,Outerwear & Coats,Reebok Jackets #1648,Reebok,464.17,Men,SKU-001648,7
1649,210.61,Shirts & Tops,Calvin Klein Casual Shirts #1649,Calvin Klein,443.92,Men,SKU-001649,5
1650,177.79,Sleep & Lounge,Banana Republic Pajamas #1650,Banana Republic,462.48,Kids,SKU-001650,5
1651,183.65,Active,Gucci Yoga Pants #1651,Gucci,497.94,Men,SKU-001651,5
1652,71.7,Socks,Calvin Klein Crew Socks #1652,Calvin Klein,130.67,Women,SKU-001652,1
1653,93.28,Suits,Reebok Business Suits #1653,Reebok,234.96,Women,SKU-001653,6
1654,35.73,Socks,Nike Ankle Socks #1654,Nike,71.92,Men,SKU-001654,9
1655,241.45,Swim,Patagonia Cover Ups #1655,Patagonia,655.93,Women,SKU-001655,5
1656,63.36,Socks,Free People Ankle Socks #1656,Free People,120.01,Women,SKU-001656,10
1657,186.57,Outerwear & Coats,Reebok Vests #1657,Reebok,559.44,Men,SKU-001657,6
1658,19.53,Jeans,Gucci Bootcut Jeans #1658,Gucci,39.43,Kids,SKU-001658,3
1659,96.68,Intimates,New Balance Lingerie #1659,New Balance,247.65,Women,SKU-001659,5
1660,95.55,Shorts,Under Armour Bermuda Shorts #1660,Under Armour,200.4,Kids,SKU-001660,3
1661,138.81,Footwear,Gucci Flats #1661,Gucci,382.64,Women,SKU-001661,10
1662,159.21,Shirts & Tops,Burberry Casual Shirts #1662,Burberry,296.52,Women,SKU-001662,5
1663,232.61,Swim,Columbia Cover Ups #1663,Columbia,508.1,Kids,SKU-001663,1
1664,201.39,Blazers & Jackets,Hollister Denim Jackets #1664,Hollister,546.34,Women,SKU-001664,1
1665,182.67,Shirts & Tops,Nike Polo Shirts #1665,Nike,516.15,Kids,SKU-001665,2
1666,182.93,Blazers & Jackets,Ralph Lauren Blazers #1666,Ralph Lauren,439.5,Kids,SKU-001666,3
1667,164.38,Shirts & Tops,Prada Casual Shirts #1667,Prada,351.36,Women,SKU-001667,10
1668,126.11,Blazers & Jackets,Forever 21 Denim Jackets #1668,Forever 21,284.79,Women,SKU-001668,9
1669,234.15,Jeans,Hollister Skinny Jeans #1669,Hollister,473.45,Women,SKU-001669,1
1670,145.6,Swim,Levi's Swimwear #1670,Levi's,362.78,Men,SKU-001670,6
1671,89.2,Fashion Hoodies & Sweatshirts,New Balance Hoodies #1671,New Balance,240.36,Women,SKU-001671,3
1672,70.5,Accessories,Puma Jewelry #1672,Puma,223.25,Kids,SKU-001672,9
1673,124.63,Sleep & Lounge,Prada Robes #1673,Prada,347.05,Kids,SKU-001673,5
1674,158.93,Accessories,Prada Belts #1674,Prada,494.59,Women,SKU-001674,1
1675,32.08,Dresses,Ralph Lauren Maxi Dresses #1675,Ralph Lauren,71.29,Women,SKU-001675,3
1676,181.88,Fashion Hoodies & Sweatshirts,Zara Crewneck Sweatshirts #1676,Zara,566.75,Men,SKU-001676,5
1677,149.91,Tops & Tees,Under Armour Tank Tops #1677,Under Armour,309.07,Kids,SKU-001677,10
1678,213.54,Skirts,Hollister A-Line Skirts #1678,Hollister,569.03,Kids,SKU-001678,3
1679,209.77,Intimates,Prada Underwear #1679,Prada,612.76,Women,SKU-001679,8
1680,217.53,Intimates,Abercrombie Underwear #1680,Abercrombie,449.03,Men,SKU-001680,4
1681,157.76,Intimates,Calvin Klein Underwear #1681,Calvin Klein,406.6,Men,SKU-001681,6
1682,131.54,Sleep & Lounge,Banana Republic Pajamas #1682,Banana Republic,290.68,Men,SKU-001682,4
1683,32.29,Socks,Free People Ankle Socks #1683,Free People,70.02,Women,SKU-001683,1
1684,245.18,Accessories,Nike Jewelry #1684,Nike,458.71,Women,SKU-001684,2
1685,22.21,Intimates,Patagonia Bras & Bralettes #1685,Patagonia,59.97,Women,SKU-001685,1
1686,119.71,Shorts,Prada Athletic Shorts #1686,Prada,348.32,Kids,SKU-001686,3
1687,66.83,Pants & Capris,Free People Shorts #1687,Free People,148.89,Women,SKU-001687,5
1688,78.78,Socks,Gucci Crew Socks #1688,Gucci,170.56,Women,SKU-001688,8
1689,41.22,Suits,Nike Blazers #1689,Nike,87.42,Kids,SKU-001689,3
1690,24.64,Leggings,Free People Workout Leggings #1690,Free People,77.04,Men,SKU-001690,2
1691,136.17,Sleep & Lounge,Wrangler Robes #1691,Wrangler,392.48,Kids,SKU-001691,8
1692,34.9,Socks,Free People Crew Socks #1692,Free People,81.43,Men,SKU-001692,6
1693,79.84,Suits,Levi's Blazers #1693,Levi's,234.78,Kids,SKU-001693,7
1694,113.76,Outerwear & Coats,Banana Republic Vests #1694,Banana Republic,213.14,Kids,SKU-001694,3
1695,189.26,Outerwear & Coats,Calvin Klein Vests #1695,Calvin Klein,468.24,Women,SKU-001695,5
1696,121.84,Underwear,Calvin Klein Briefs #1696,Calvin Klein,337.76,Women,SKU-001696,1
1697,139.66,Dresses,Prada Maxi Dresses #1697,Prada,372.04,Men,SKU-001697,5
1698,45.55,Active,Free People Yoga Pants #1698,Free People,127.98,Women,SKU-001698,4
1699,128.57,Shirts & Tops,Reebok T-Shirts #1699,Reebok,348.01,Women,SKU-001699,9
1700,197.83,Intimates,J.Crew Underwear #1700,J.Crew,426.21,Kids,SKU-001700,9
1701,124.58,Leggings,Puma Workout Leggings #1701,Puma,359.27,Women,SKU-001701,5
1702,68.51,Sleep & Lounge,Columbia Pajamas #1702,Columbia,150.18,Kids,SKU-001702,2
1703,207.56,Fashion Hoodies & Sweatshirts,J.Crew Hoodies #1703,J.Crew,415.52,Women,SKU-001703,1
1704,181.96,Skirts,Anthropologie Mini Skirts #1704,Anthropologie,574.52,Women,SKU-001704,2
1705,112.27,Socks,Prada Crew Socks #1705,Prada,327.25,Men,SKU-001705,4
1706,83.91,Shorts,Gap Bermuda Shorts #1706,Gap,239.72,Men,SKU-001706,7
1707,34.32,Outerwear & Coats,North Face Coats #1707,North Face,74.52,Kids,SKU-001707,6
1708,248.67,Blazers & Jackets,Wrangler Denim Jackets #1708,Wrangler,467.28,Women,SKU-001708,8
1709,163.16,Footwear,Levi's Boots #1709,Levi's,519.28,Kids,SKU-001709,4
1710,38.47,Underwear,Burberry Briefs #1710,Burberry,103.4,Men,SKU-001710,2
1711,130.56,Footwear,Columbia Sneakers #1711,Columbia,389.22,Women,SKU-001711,3
1712,115.89,Blazers & Jackets,Gucci Denim Jackets #1712,Gucci,269.14,Kids,SKU-001712,6
1713,124.52,Sleep & Lounge,Prada Pajamas #1713,Prada,375.92,Women,SKU-001713,4
1714,212.48,Shorts,Burberry Bermuda Shorts #1714,Burberry,442.32,Men,SKU-001714,4
